"ui","rootSource","uri","name"
"C0221045","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0221045","High output heart failure"
"C0232821","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0232821","Renal fraction of cardiac output"
"C0264728","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0264728","Low output heart failure"
"C0420202","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0420202","Cardiac output monitoring"
"C0439173","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0439173","% of total cardiac output"
"C0488640","LNC","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0488640","Cardiac output:VRat:Pt:Heart.ventricle.left:Qn"
"C0547237","PCDS","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0547237","Assess cardiac output."
"C0548828","PCDS","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0548828","Potential for cardiac output alteration"
NA,NA,NA,NA
"C0019010","MTH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0019010","Hemodynamics"
"C4281788","MTH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C4281788","hemodynamics (procedure)"
"C0150249","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0150249","Hemodynamic regulation"
"C0204901","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0204901","Hemodynamic measurements"
"C0489528","LNC","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0489528","Hemodynamic resistance"
"C0489837","LNC","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0489837","Hemodynamic method"
"C0919772","MDR","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0919772","Hemodynamic test"
"C0948268","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0948268","Hemodynamic instability"
"C1264727","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C1264727","Hemodynamic waveform"
"C1739107","MDR","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C1739107","Hemodynamic rebound"
"C3251803","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C3251803","Hemodynamic care"
"C4082936","MSH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C4082936","Hemodynamic Monitoring"
"C4534546","LNC","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C4534546","Hemodynamic evaluation"
"C4718759","NOC","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C4718759","Hemodynamic stability"
"C0547247","PCDS","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0547247","Assess hemodynamic document hemodynamic effect of discomfort or pain."
"C0150264","MTH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0150264","Invasive hemodynamic monitoring (regime/therapy)"
"C0180290","UMD","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0180290","Information Systems, Data Management, Cardiology, Hemodynamic"
"C0184012","UMD","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0184012","Simulators, Training, Hemodynamic Monitoring"
"C0202964","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0202964","Hepatic venography with hemodynamic evaluation"
"C0264737","MTH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0264737","Restrictive heart disease"
"C0475844","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0475844","Hemodynamic ventriculopulmonary junction"
"C0475845","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0475845","Hemodynamic ventriculoaortic junction"
"C0488642","MTH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0488642","Hemodynamic measurement method:Type:Point in time:Heart.ventricle.left:Nominal:*"
"C0488643","MTH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0488643","Hemodynamic method special circumstances:Type:Point in time:^Patient:Nominal"
"C0488644","MTH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0488644","Hemodynamic resistance:Resistance:Point in time:Pulmonary vasculature:Quantitative"
NA,NA,NA,NA
"C0013274","MTH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0013274","Patent ductus arteriosus"
"C0226047","MTH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0226047","Posterior interventricular branch of right coronary artery"
"C1136005","MSH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C1136005","Computers, Handheld"
"C1136134","MTH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C1136134","Personal Digital Assistant"
"C4282128","MTH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C4282128","PATENT DUCTUS ARTERIOSUS 1"
"C0381469","MSH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0381469","N1-(tris(hydroxymethyl))methyl-4-nitro-1,2-phenylenediamine"
"C0391347","MSH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0391347","4-hydroxy-3-iodo-N-(2-(2-pyridinyldithio)ethyl)benzenepropanamide"
"C0529238","MSH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0529238","7-(1-propynyl)-7-deaza-2'-deoxyadenosine"
"C0591641","RCD","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0591641","Indocid PDA"
"C0622896","MTH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0622896","pyrimidodiazepine synthase"
"C1322836","UMD","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C1322836","PDA Occluders"
"C2746058","MTH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C2746058","BlackBerry Device"
"C3657343","MSH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C3657343","poly(acrylamide-co-diallyldimethylammonium chloride)"
"C3659743","MSH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C3659743","PDA-66"
"C0044819","MSH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0044819","12-oxophytodienoic acid"
"C0096333","MSH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0096333","4,5-dimethyl-1,2-phenylenediamine"
"C0252147","MSH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0252147","WAY-PDA 641"
"C0454624","MEDCIN","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0454624","Persistent developmental avoidance"
"C0500492","MTH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0500492","Entire posterior descending branch of right coronary artery"
"C0633623","MSH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0633623","LHRH, Phe(5)-delta-Ala(6)-"
"C0641049","MSH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0641049","1,N(6)-propanodeoxyadenosine"
"C1077319","NCBI","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C1077319","Pseudomonas sp. PDA"
"C1080436","NCBI","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C1080436","Rhizobium sp. PDA-1"
"C1080437","NCBI","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C1080437","Rhizobium sp. PDA-2"
"C1151775","MTH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C1151775","pyrimidodiazepine synthase activity"
NA,NA,NA,NA
"C0013922","MTH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0013922","Embolism"
"C1704212","MTH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C1704212","Embolus"
"C0007780","MSH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0007780","Cerebral Embolism"
"C0013928","MTH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0013928","Fat embolism (disorder)"
"C0034065","MTH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0034065","Pulmonary Embolism"
"C0180709","UMD","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0180709","Emboli Monitors"
"C0238096","MSH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0238096","Embolism, Paradoxical"
"C0262935","MSH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0262935","Brain Embolism"
"C0333222","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0333222","Septic embolus"
"C0547255","PCDS","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0547255","Assess for emboli."
"C0741165","MDR","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0741165","Aortic embolus"
"C1265800","MTH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C1265800","Multiple emboli"
"C2072905","MTH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C2072905","computed tomography of chest: multiple emboli"
"C3686639","SNOMEDCT_VET","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C3686639","Yolk embolism"
"C0007781","MSH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0007781","Intracranial Embolism and Thrombosis"
"C0085307","MSH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0085307","Embolism and Thrombosis"
"C0270776","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0270776","Fibrocartilagenous emboli of spinal cord"
"C0333191","SNMI","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0333191","BLOOD CLOTS, THROMBI AND EMBOLI"
"C0547256","PCDS","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0547256","Assess for pulmonary emboli."
"C0547258","PCDS","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0547258","Assess for fat emboli."
"C0548834","PCDS","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0548834","Circulatory alteration: emboli, occlusions"
"C0548835","PCDS","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0548835","Risk of pulmonary emboli"
"C0548838","PCDS","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0548838","Risk of fat emboli"
"C0748128","MEDCIN","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0748128","multiple pulmonary emboli"
"C0863130","MTH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0863130","Cholesterol crystal emboli"
NA,NA,NA,NA
"C0019080","MTH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0019080","Hemorrhage"
"C1861265","OMIM","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C1861265","No hemorrhage"
"C0475526","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0475526","Intracerebral hemorrhage, intraventricular"
"C0000832","MTH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0000832","Abruptio Placentae"
"C0008522","MSH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0008522","Choroid Hemorrhage"
"C0009760","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0009760","Conjunctival hemorrhage"
"C0012739","MTH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0012739","Disseminated Intravascular Coagulation"
"C0014591","MTH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0014591","Epistaxis"
"C0015402","MTH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0015402","Eye Hemorrhage"
"C0015959","MSH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0015959","Fetomaternal Transfusion"
"C0017181","MSH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0017181","Gastrointestinal Hemorrhage"
"C0017565","MTH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0017565","Gingival Hemorrhage"
"C0018924","MSH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0018924","Hemarthrosis"
"C0018946","MTH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0018946","Hematoma, Subdural"
"C0018948","MTH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0018948","Hemometra"
"C0018949","MSH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0018949","Hematomyelia"
"C0018994","MTH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0018994","Biliary Tract Hemorrhage"
"C0019064","MSH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0019064","Hemopericardium"
"C0019065","MTH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0019065","Hemoperitoneum"
"C0019087","MTH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0019087","Hemorrhagic Disorders"
"C0019123","MTH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0019123","Hemothorax"
"C0021824","SNM","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0021824","Intervillous hemorrhage"
"C0024050","MTH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0024050","Lower gastrointestinal hemorrhage"
"C0029163","MTH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0029163","Oral Hemorrhage"
"C0031256","MTH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0031256","Petechiae"
NA,NA,NA,NA
"C0034065","MTH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0034065","Pulmonary Embolism"
"C0034066","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0034066","Pulmonary embolism with pulmonary infarction"
"C0157540","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0157540","Obstetric pulmonary embolism"
"C0157541","MTH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0157541","Obstetric air embolism"
"C0157564","ICD9CM","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0157564","Other obstetrical pulmonary embolism"
"C0269378","MEDCIN","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0269378","pulmonary embolism following abortion"
"C0269429","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0269429","Miscarriage with pulmonary embolism"
"C0269484","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0269484","Legal termination of pregnancy with pulmonary embolism"
"C0269539","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0269539","Illegal termination of pregnancy with pulmonary embolism"
"C0269960","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0269960","Obstetrical pulmonary fat embolism"
"C0340533","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0340533","Postoperative pulmonary embolus"
"C0340535","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0340535","Acute massive pulmonary embolism"
"C0340536","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0340536","Subacute massive pulmonary embolism"
"C0340537","MTH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0340537","Pulmonary fat embolism"
"C0340538","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0340538","Subacute pulmonary fat embolism"
"C0340539","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0340539","Pulmonary tumor embolism"
"C0342008","MTH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0342008","Amniotic fluid pulmonary embolism"
"C0349752","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0349752","Pulmonary air embolism"
"C0375267","ICD9CM","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0375267","Other pulmonary embolism and infarction"
"C0397526","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0397526","Operation for pulmonary embolism"
"C0585968","ICD10CM","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0585968","Personal history of pulmonary embolism"
"C0852030","MDR","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0852030","Pulmonary embolism and thrombosis"
"C0856722","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0856722","Chronic pulmonary embolism"
"C0865616","MTHICD9","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0865616","Pulmonary vein embolism"
"C1391039","ICPC2ICD10ENG","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C1391039","c.delivery; embolism (pulmonary)"
NA,NA,NA,NA
"NONE",NA,NA,"NO RESULTS"
NA,NA,NA,NA
"NONE",NA,NA,"NO RESULTS"
NA,NA,NA,NA
"C0017181","MSH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0017181","Gastrointestinal Hemorrhage"
"C0024050","MTH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0024050","Lower gastrointestinal hemorrhage"
"C0041909","MTH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0041909","Upper gastrointestinal hemorrhage"
"C0266807","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0266807","Acute gastrointestinal hemorrhage"
"C0881933","LNC","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0881933","Views for gastrointestinal bleeding^W Tc-99m tagged RBC IV:Find:Pt:Abdomen+Pelvis>Gastrointestinal tract:Doc:NM"
"C4265275","LNC","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C4265275","Views for gastrointestinal bleeding^W radionuclide IV:Find:Pt:Abdomen+Pelvis>Gastrointestinal tract:Doc:NM"
NA,NA,NA,NA
"C0744110","CCPSS","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0744110","FOOT ARTERIAL COMPROMISE"
NA,NA,NA,NA
"NONE",NA,NA,"NO RESULTS"
NA,NA,NA,NA
"C0018944","MTH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0018944","Hematoma"
"C1962958","MTH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C1962958","Hematoma, CTCAE"
"C0007722","MTH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0007722","Cephalhematoma due to birth trauma"
"C0018946","MTH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0018946","Hematoma, Subdural"
"C0021870","MTH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0021870","Intracerebral hematoma"
"C0021893","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0021893","Intraplacental hematoma"
"C0155784","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0155784","Thrombosed external hemorrhoids"
"C0156365","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0156365","Hematoma of broad ligament"
"C0156389","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0156389","Vaginal hematoma"
"C0156397","MTH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0156397","Vulval hematoma"
"C0238154","MTH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0238154","Hematoma, Epidural, Cranial"
"C0240159","MDR","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0240159","Laryngeal hematoma"
"C0240412","MTH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0240412","Muscle hematoma"
"C0267767","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0267767","Mesenteric hematoma"
"C0268936","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0268936","Hematoma of scrotum"
"C0269855","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0269855","Hematoma of cord"
"C0271413","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0271413","Hematoma of pinna"
"C0281860","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0281860","Wound hematoma"
"C0302497","MTH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0302497","Retrobulbar Hemorrhage"
"C0333198","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0333198","Organizing hematoma"
"C0333199","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0333199","Calcified hematoma"
"C0333200","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0333200","Intramural hematoma"
"C0338380","MTH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0338380","Postoperative hematoma"
"C0340161","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0340161","Hematomediastinum"
"C0341512","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0341512","Retroperitoneal hematoma"
NA,NA,NA,NA
"C0004683","MTH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0004683","Bahamas"
"C0005859","MTH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0005859","Bloom Syndrome"
"C1337098","MTH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C1337098","BLM gene"
"C1549953","MTH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C1549953","Bachelor of Science"
"C1552147","MTH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C1552147","Supernumerary maxillary right first primary molar"
"C1706025","MTH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C1706025","BLM wt Allele"
"C3814390","MTH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C3814390","Biospecimen Domain"
"C4049076","MTH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C4049076","Black Swiss Mouse"
"C4050217","MTH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C4050217","Bug Search Subtest (WPPSI-IV)"
"C0008533","MTH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0008533","Hemophilia B"
"C0053514","MSH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0053514","betacin, Bacillus subtilis"
"C0107291","MSH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0107291","BS 362"
"C0107292","MSH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0107292","BS 4231"
"C0107293","MSH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0107293","BS 530"
"C0107294","MSH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0107294","BS 6987"
"C0107298","MSH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0107298","BS-RNAse"
"C0141618","MSH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0141618","BS 12"
"C0215784","MSH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0215784","BIBW 22"
"C0532089","MSH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0532089","BS 6181"
"C0602308","MSH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0602308","BS 7723"
"C0602548","MSH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0602548","BS 7564"
"C0733428","MSH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0733428","BS-100-141"
"C0803818","LNC","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0803818","Microscopic observation:Prid:Pt:Bronchial:Nom:Gram stain"
"C0909413","MSH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0909413","flonivin BS"
"C0964584","MSH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0964584","7-methyl-8-(3-bromostyryl)-3,7-dimethyl-1-propargylxanthine"
NA,NA,NA,NA
"C0022346","MTH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0022346","Icterus"
"C2010848","MTH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C2010848","jaundice"
"C2203646","MTH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C2203646","yellow skin or eyes (symptom)"
"C0810064","CCSR_10","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0810064","Hemolytic jaundice and perinatal jaundice"
"C0022353","MTH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0022353","Neonatal Jaundice"
"C0022354","MTH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0022354","Jaundice, Obstructive"
"C0022610","MSH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0022610","Kernicterus"
"C0023364","MTH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0023364","Leptospirosis"
"C0043102","MTH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0043102","Weil Disease"
"C0158971","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0158971","Neonatal jaundice associated with preterm delivery"
"C0179301","UMD","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0179301","Bilirubinometers, Cutaneous"
"C0221409","MSH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0221409","Anemia, hereditary spherocytic hemolytic"
"C0239501","DXP","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0239501","FACIAL JAUNDICE"
"C0240074","CHV","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0240074","recurrent jaundice"
"C0240640","DXP","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0240640","PALMAR JAUNDICE"
"C0240774","DXP","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0240774","PLANTAR JAUNDICE"
"C0240962","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0240962","Scleral icterus"
"C0241954","MTH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0241954","Canine leptospirosis"
"C0242183","MSH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0242183","Jaundice, Hemolytic"
"C0270215","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0270215","Neonatal jaundice due to delayed conjugation from breast milk inhibitor"
"C0302864","ICPC2ICD10ENG","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0302864","malignant; jaundice"
"C0455551","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0455551","H/O: jaundice"
"C0476232","MTH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0476232","Jaundice (not of newborn)"
"C0542062","MDR","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0542062","Jaundice haematogenous"
"C0745472","MEDCIN","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0745472","painless jaundice"
NA,NA,NA,NA
"C0027498","MTH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0027498","Nausea and vomiting"
